ID_Stazione,nome,LONG_X_4326,LAT_Y_4326
1,via Pascal,9.23478031158447,45.4740982055664
2,viale Liguria,9.16944026947021,45.4441986083984
3,viale Marche,9.19083976745605,45.4962997436523
4,via Senato,9.19791984558105,45.4705009460449
5,Verziere,9.19534015655518,45.4635009765625
